Reference,Item number,Type,Word,Movies Count,Movies Total Count,Movies Frequency per 1000 words
Deacon et al. (2007),272,Input,left,44,66112,0.6655372700871248
Deacon et al. (2007),272,Target,leaves,2,66112,0.030251694094869313
Deacon et al. (2007),274,Input,laughed,2,66112,0.030251694094869313
Deacon et al. (2007),274,Target,laughs,1,66112,0.015125847047434656
Deacon et al. (2007),276,Input,slams,0,66112,0.0
Deacon et al. (2007),276,Target,slammed,0,66112,0.0
Deacon et al. (2007),278,Input,runs,8,66112,0.12100677637947725
Deacon et al. (2007),278,Target,ran,4,66112,0.060503388189738626
Deacon et al. (2014),288,Input,strong,12,66112,0.18151016456921587
Deacon et al. (2014),288,Target,strongest,1,66112,0.015125847047434656
Deacon et al. (2014),290,Input,chill,1,66112,0.015125847047434656
Deacon et al. (2014),290,Target,chilly,0,66112,0.0
Deacon et al. (2014),292,Input,write,14,66112,0.21176185866408517
Deacon et al. (2014),292,Target,writer,5,66112,0.07562923523717328
Deacon et al. (2014),294,Input,curl,0,66112,0.0
Deacon et al. (2014),294,Target,curly,0,66112,0.0
Deacon et al. (2014),296,Input,store,1,66112,0.015125847047434656
Deacon et al. (2014),296,Target,storage,0,66112,0.0
Deacon et al. (2014),298,Input,bite,7,66112,0.10588092933204259
Deacon et al. (2014),298,Target,biting,1,66112,0.015125847047434656
Deacon et al. (2014),300,Input,goose,2,66112,0.030251694094869313
Deacon et al. (2014),300,Target,geese,0,66112,0.0
Deacon et al. (2014),302,Input,obedient,1,66112,0.015125847047434656
Deacon et al. (2014),302,Target,obedience,0,66112,0.0
Deacon et al. (2014),304,Input,strong,12,66112,0.18151016456921587
Deacon et al. (2014),304,Target,strength,11,66112,0.1663843175217812
Deacon et al. (2014),306,Input,clean,1,66112,0.015125847047434656
Deacon et al. (2014),306,Target,cleaner,0,66112,0.0
Deacon et al. (2014),308,Input,deep,3,66112,0.04537754114230397
Deacon et al. (2014),308,Target,depth,0,66112,0.0
Deacon et al. (2014),310,Input,mouse,0,66112,0.0
Deacon et al. (2014),310,Target,mice,1,66112,0.015125847047434656
Deacon et al. (2014),312,Input,scratch,0,66112,0.0
Deacon et al. (2014),312,Target,scratched,0,66112,0.0
Deacon et al. (2014),314,Input,true,26,66112,0.39327202323330107
Deacon et al. (2014),314,Target,truth,6,66112,0.09075508228460794
Deacon et al. (2014),316,Input,farm,9,66112,0.13613262342691193
Deacon et al. (2014),316,Target,farmer,0,66112,0.0
Deacon et al. (2014),318,Input,mild,0,66112,0.0
Deacon et al. (2014),318,Target,mildly,0,66112,0.0
Deacon et al. (2014),320,Input,sing,1,66112,0.015125847047434656
Deacon et al. (2014),320,Target,sang,1,66112,0.015125847047434656
Deacon et al. (2014),322,Input,science,5,66112,0.07562923523717328
Deacon et al. (2014),322,Target,scientist,1,66112,0.015125847047434656
Deacon et al. (2014),324,Input,shrink,0,66112,0.0
Deacon et al. (2014),324,Target,shrinkage,0,66112,0.0
Deacon et al. (2014),326,Input,bold,2,66112,0.030251694094869313
Deacon et al. (2014),326,Target,boldly,0,66112,0.0
Deacon et al. (2014),328,Input,fly,16,66112,0.2420135527589545
Deacon et al. (2014),328,Target,flying,3,66112,0.04537754114230397
Ku & Anderson (2003),330,Input,grow,2,66112,0.030251694094869313
Ku & Anderson (2003),330,Target,growth,2,66112,0.030251694094869313
Ku & Anderson (2003),331,Input,dance,21,66112,0.3176427879961278
Ku & Anderson (2003),331,Target,dancer,1,66112,0.015125847047434656
Ku & Anderson (2003),332,Input,art,2,66112,0.030251694094869313
Ku & Anderson (2003),332,Target,artist,2,66112,0.030251694094869313
Ku & Anderson (2003),333,Input,baker,0,66112,0.0
Ku & Anderson (2003),333,Target,bakery,0,66112,0.0
Ku & Anderson (2003),334,Input,dirt,3,66112,0.04537754114230397
Ku & Anderson (2003),334,Target,dirty,1,66112,0.015125847047434656
Ku & Anderson (2003),335,Input,after,53,66112,0.8016698935140368
Ku & Anderson (2003),335,Target,afternoon,7,66112,0.10588092933204259
Ku & Anderson (2003),336,Input,man,81,66112,1.2251936108422072
Ku & Anderson (2003),336,Target,many,20,66112,0.30251694094869314
Ku & Anderson (2003),337,Input,person,10,66112,0.15125847047434657
Ku & Anderson (2003),337,Target,personal,5,66112,0.07562923523717328
Ku & Anderson (2003),338,Input,pain,7,66112,0.10588092933204259
Ku & Anderson (2003),338,Target,painful,2,66112,0.030251694094869313
Ku & Anderson (2003),339,Input,fire,20,66112,0.30251694094869314
Ku & Anderson (2003),339,Target,fireplace,0,66112,0.0
Levesque et al. (2019),340,Input,agree,2,66112,0.030251694094869313
Levesque et al. (2019),340,Target,agreeable,0,66112,0.0
Levesque et al. (2019),341,Input,depend,0,66112,0.0
Levesque et al. (2019),341,Target,dependable,0,66112,0.0
Levesque et al. (2019),342,Input,fear,12,66112,0.18151016456921587
Levesque et al. (2019),342,Target,fearless,1,66112,0.015125847047434656
Levesque et al. (2019),343,Input,forget,19,66112,0.2873910939012585
Levesque et al. (2019),343,Target,forgetful,0,66112,0.0
Levesque et al. (2019),344,Input,knowledge,3,66112,0.04537754114230397
Levesque et al. (2019),344,Target,knowledgeable,0,66112,0.0
Levesque et al. (2019),345,Input,local,3,66112,0.04537754114230397
Levesque et al. (2019),345,Target,locally,0,66112,0.0
Levesque et al. (2019),346,Input,loud,1,66112,0.015125847047434656
Levesque et al. (2019),346,Target,loudness,0,66112,0.0
Levesque et al. (2019),347,Input,measure,1,66112,0.015125847047434656
Levesque et al. (2019),347,Target,measurable,0,66112,0.0
Levesque et al. (2019),348,Input,purpose,3,66112,0.04537754114230397
Levesque et al. (2019),348,Target,purposeful,0,66112,0.0
Levesque et al. (2019),349,Input,question,14,66112,0.21176185866408517
Levesque et al. (2019),349,Target,questionable,0,66112,0.0
Levesque et al. (2019),350,Input,respect,7,66112,0.10588092933204259
Levesque et al. (2019),350,Target,respectful,0,66112,0.0
Levesque et al. (2019),351,Input,rich,8,66112,0.12100677637947725
Levesque et al. (2019),351,Target,richness,0,66112,0.0
Levesque et al. (2019),352,Input,sense,8,66112,0.12100677637947725
Levesque et al. (2019),352,Target,senseless,1,66112,0.015125847047434656
Levesque et al. (2019),353,Input,serious,14,66112,0.21176185866408517
Levesque et al. (2019),353,Target,seriousness,0,66112,0.0
Levesque et al. (2019),354,Input,slow,9,66112,0.13613262342691193
Levesque et al. (2019),354,Target,slowness,0,66112,0.0
Levesque et al. (2019),355,Input,smooth,1,66112,0.015125847047434656
Levesque et al. (2019),355,Target,smoothness,0,66112,0.0
Levesque et al. (2019),356,Input,soft,2,66112,0.030251694094869313
Levesque et al. (2019),356,Target,softness,0,66112,0.0
Levesque et al. (2019),357,Input,speech,1,66112,0.015125847047434656
Levesque et al. (2019),357,Target,speechless,0,66112,0.0
Levesque et al. (2019),358,Input,taste,5,66112,0.07562923523717328
Levesque et al. (2019),358,Target,tasteless,1,66112,0.015125847047434656
Levesque et al. (2019),359,Input,weight,2,66112,0.030251694094869313
Levesque et al. (2019),359,Target,weightless,2,66112,0.030251694094869313
Levesque et al. (2019),360,Input,align,0,66112,0.0
Levesque et al. (2019),360,Target,alignment,1,66112,0.015125847047434656
Levesque et al. (2019),361,Input,appraise,0,66112,0.0
Levesque et al. (2019),361,Target,appraisal,0,66112,0.0
Levesque et al. (2019),362,Input,cease,2,66112,0.030251694094869313
Levesque et al. (2019),362,Target,ceaseless,0,66112,0.0
Levesque et al. (2019),363,Input,conceive,0,66112,0.0
Levesque et al. (2019),363,Target,conceivable,0,66112,0.0
Levesque et al. (2019),364,Input,confine,0,66112,0.0
Levesque et al. (2019),364,Target,confinement,0,66112,0.0
Levesque et al. (2019),365,Input,coward,5,66112,0.07562923523717328
Levesque et al. (2019),365,Target,cowardly,1,66112,0.015125847047434656
Levesque et al. (2019),366,Input,dispose,0,66112,0.0
Levesque et al. (2019),366,Target,disposable,0,66112,0.0
Levesque et al. (2019),367,Input,endorse,1,66112,0.015125847047434656
Levesque et al. (2019),367,Target,endorsement,0,66112,0.0
Levesque et al. (2019),368,Input,envy,1,66112,0.015125847047434656
Levesque et al. (2019),368,Target,envious,0,66112,0.0
Levesque et al. (2019),369,Input,eternal,0,66112,0.0
Levesque et al. (2019),369,Target,eternally,0,66112,0.0
Levesque et al. (2019),370,Input,forgive,11,66112,0.1663843175217812
Levesque et al. (2019),370,Target,forgiveness,0,66112,0.0
Levesque et al. (2019),371,Input,fright,0,66112,0.0
Levesque et al. (2019),371,Target,frightful,0,66112,0.0
Levesque et al. (2019),372,Input,hazard,0,66112,0.0
Levesque et al. (2019),372,Target,hazardous,0,66112,0.0
Levesque et al. (2019),373,Input,install,0,66112,0.0
Levesque et al. (2019),373,Target,installment,0,66112,0.0
Levesque et al. (2019),374,Input,mourn,0,66112,0.0
Levesque et al. (2019),374,Target,mournful,0,66112,0.0
Levesque et al. (2019),375,Input,nourish,0,66112,0.0
Levesque et al. (2019),375,Target,nourishment,0,66112,0.0
Levesque et al. (2019),376,Input,rehearse,0,66112,0.0
Levesque et al. (2019),376,Target,rehearsal,0,66112,0.0
Levesque et al. (2019),377,Input,resent,1,66112,0.015125847047434656
Levesque et al. (2019),377,Target,resentful,0,66112,0.0
Levesque et al. (2019),378,Input,stain,0,66112,0.0
Levesque et al. (2019),378,Target,stainless,0,66112,0.0
Levesque et al. (2019),379,Input,timid,0,66112,0.0
Levesque et al. (2019),379,Target,timidly,0,66112,0.0
Gómez (2009),380,Input,music,5,66112,0.07562923523717328
Gómez (2009),380,Target,musician,0,66112,0.0
Gómez (2009),381,Input,popular,0,66112,0.0
Gómez (2009),381,Target,popularity,1,66112,0.015125847047434656
Gómez (2009),382,Input,growth,2,66112,0.030251694094869313
Gómez (2009),382,Target,grow,2,66112,0.030251694094869313
Gómez (2009),383,Input,slow,9,66112,0.13613262342691193
Gómez (2009),383,Target,slowest,0,66112,0.0
Gómez (2009),384,Input,science,5,66112,0.07562923523717328
Gómez (2009),384,Target,scientist,1,66112,0.015125847047434656
Gómez (2009),385,Input,four,18,66112,0.27226524685382386
Gómez (2009),385,Target,fourth,1,66112,0.015125847047434656
Gómez (2009),386,Input,local,3,66112,0.04537754114230397
Gómez (2009),386,Target,locality,0,66112,0.0
Gómez (2009),387,Input,produce,0,66112,0.0
Gómez (2009),387,Target,production,0,66112,0.0
Gómez (2009),388,Input,vary,0,66112,0.0
Gómez (2009),388,Target,varied,1,66112,0.015125847047434656
Gómez (2009),389,Input,wide,1,66112,0.015125847047434656
Gómez (2009),389,Target,width,0,66112,0.0
Gómez (2009),390,Input,assist,2,66112,0.030251694094869313
Gómez (2009),390,Target,assistance,0,66112,0.0
Gómez (2009),391,Input,calm,5,66112,0.07562923523717328
Gómez (2009),391,Target,calmly,0,66112,0.0
Gómez (2009),392,Input,magic,1,66112,0.015125847047434656
Gómez (2009),392,Target,magician,0,66112,0.0
Gómez (2009),393,Input,strong,12,66112,0.18151016456921587
Gómez (2009),393,Target,strength,11,66112,0.1663843175217812
Gómez (2009),394,Input,discuss,1,66112,0.015125847047434656
Gómez (2009),394,Target,discussion,2,66112,0.030251694094869313
Gómez (2009),395,Input,appear,2,66112,0.030251694094869313
Gómez (2009),395,Target,appearance,0,66112,0.0
Gómez (2009),396,Input,remark,1,66112,0.015125847047434656
Gómez (2009),396,Target,remarkable,0,66112,0.0
Gómez (2009),397,Input,major,11,66112,0.1663843175217812
Gómez (2009),397,Target,majority,0,66112,0.0
Gómez (2009),398,Input,density,1,66112,0.015125847047434656
Gómez (2009),398,Target,dense,0,66112,0.0
Gómez (2009),399,Input,mystery,2,66112,0.030251694094869313
Gómez (2009),399,Target,mysterious,2,66112,0.030251694094869313
Gómez (2009),400,Input,permit,0,66112,0.0
Gómez (2009),400,Target,permission,2,66112,0.030251694094869313
Gómez (2009),401,Input,jacket,1,66112,0.015125847047434656
Gómez (2009),401,Target,jackets,0,66112,0.0
Gómez (2009),402,Input,human,3,66112,0.04537754114230397
Gómez (2009),402,Target,humanity,0,66112,0.0
Gómez (2009),403,Input,skip,2,66112,0.030251694094869313
Gómez (2009),403,Target,skipped,1,66112,0.015125847047434656
Gómez (2009),404,Input,description,0,66112,0.0
Gómez (2009),404,Target,describe,1,66112,0.015125847047434656
Gómez (2009),405,Input,runner,0,66112,0.0
Gómez (2009),405,Target,run,22,66112,0.3327686350435624
Gómez (2009),406,Input,cloud,1,66112,0.015125847047434656
Gómez (2009),406,Target,cloudy,1,66112,0.015125847047434656
McCutchen & Logan (2011),407,Input,four,18,66112,0.27226524685382386
McCutchen & Logan (2011),407,Target,fourth,1,66112,0.015125847047434656
McCutchen & Logan (2011),408,Input,ill,143,66112,2.1629961277831558
McCutchen & Logan (2011),408,Target,illness,0,66112,0.0
McCutchen & Logan (2011),409,Input,allow,6,66112,0.09075508228460794
McCutchen & Logan (2011),409,Target,allowance,1,66112,0.015125847047434656
McCutchen & Logan (2011),410,Input,strong,12,66112,0.18151016456921587
McCutchen & Logan (2011),410,Target,strength,11,66112,0.1663843175217812
McCutchen & Logan (2011),411,Input,art,2,66112,0.030251694094869313
McCutchen & Logan (2011),411,Target,artist,2,66112,0.030251694094869313
McCutchen & Logan (2011),412,Input,quick,9,66112,0.13613262342691193
McCutchen & Logan (2011),412,Target,quickly,8,66112,0.12100677637947725
McCutchen & Logan (2011),413,Input,victory,5,66112,0.07562923523717328
McCutchen & Logan (2011),413,Target,victorious,0,66112,0.0
McCutchen & Logan (2011),414,Input,assume,5,66112,0.07562923523717328
McCutchen & Logan (2011),414,Target,assumption,0,66112,0.0
McCutchen & Logan (2011),415,Input,music,5,66112,0.07562923523717328
McCutchen & Logan (2011),415,Target,musician,0,66112,0.0
McCutchen & Logan (2011),416,Input,care,21,66112,0.3176427879961278
McCutchen & Logan (2011),416,Target,careful,4,66112,0.060503388189738626
McCutchen & Logan (2011),417,Input,sad,5,66112,0.07562923523717328
McCutchen & Logan (2011),417,Target,sadness,1,66112,0.015125847047434656
McCutchen & Logan (2011),418,Input,decide,2,66112,0.030251694094869313
McCutchen & Logan (2011),418,Target,decision,3,66112,0.04537754114230397
McCutchen & Logan (2011),419,Input,swim,2,66112,0.030251694094869313
McCutchen & Logan (2011),419,Target,swimmer,0,66112,0.0
McCutchen & Logan (2011),420,Input,examine,0,66112,0.0
McCutchen & Logan (2011),420,Target,examination,0,66112,0.0
McCutchen & Logan (2011),421,Input,nerve,5,66112,0.07562923523717328
McCutchen & Logan (2011),421,Target,nervous,10,66112,0.15125847047434657
McCutchen & Logan (2011),422,Input,trick,9,66112,0.13613262342691193
McCutchen & Logan (2011),422,Target,tricky,0,66112,0.0
McCutchen & Logan (2011),423,Input,five,39,66112,0.5899080348499516
McCutchen & Logan (2011),423,Target,fifth,1,66112,0.015125847047434656
McCutchen & Logan (2011),424,Input,absent,0,66112,0.0
McCutchen & Logan (2011),424,Target,absence,1,66112,0.015125847047434656
McCutchen & Logan (2011),425,Input,win,4,66112,0.060503388189738626
McCutchen & Logan (2011),425,Target,winner,1,66112,0.015125847047434656
McCutchen & Logan (2011),426,Input,distant,1,66112,0.015125847047434656
McCutchen & Logan (2011),426,Target,distance,1,66112,0.015125847047434656
McCutchen & Logan (2011),427,Input,science,5,66112,0.07562923523717328
McCutchen & Logan (2011),427,Target,scientist,1,66112,0.015125847047434656
McCutchen & Logan (2011),428,Input,deep,3,66112,0.04537754114230397
McCutchen & Logan (2011),428,Target,depth,0,66112,0.0
McCutchen & Logan (2011),429,Input,pain,7,66112,0.10588092933204259
McCutchen & Logan (2011),429,Target,painful,2,66112,0.030251694094869313
McCutchen & Logan (2011),430,Input,think,233,66112,3.5243223620522746
McCutchen & Logan (2011),430,Target,thought,51,66112,0.7714181994191674
McCutchen & Logan (2011),431,Input,accept,14,66112,0.21176185866408517
McCutchen & Logan (2011),431,Target,acceptable,1,66112,0.015125847047434656
McCutchen & Logan (2011),432,Input,comfort,1,66112,0.015125847047434656
McCutchen & Logan (2011),432,Target,comfortable,2,66112,0.030251694094869313
McCutchen & Logan (2011),433,Input,sign,7,66112,0.10588092933204259
McCutchen & Logan (2011),433,Target,signature,0,66112,0.0
McCutchen & Logan (2011),434,Input,long,45,66112,0.6806631171345595
McCutchen & Logan (2011),434,Target,length,1,66112,0.015125847047434656
McCutchen & Logan (2011),435,Input,know,367,66112,5.5511858664085185
McCutchen & Logan (2011),435,Target,knowledge,3,66112,0.04537754114230397
McCutchen & Logan (2011),436,Input,excel,0,66112,0.0
McCutchen & Logan (2011),436,Target,excellent,9,66112,0.13613262342691193
Roth (2007),437,Input,walk,14,66112,0.21176185866408517
Roth (2007),437,Target,walked,3,66112,0.04537754114230397
Roth (2007),438,Input,sneaker,0,66112,0.0
Roth (2007),438,Target,sneakers,0,66112,0.0
Roth (2007),439,Input,low,5,66112,0.07562923523717328
Roth (2007),439,Target,lower,1,66112,0.015125847047434656
Roth (2007),440,Input,stood,2,66112,0.030251694094869313
Roth (2007),440,Target,stand,17,66112,0.25713939980638917
Roth (2007),441,Input,lose,11,66112,0.1663843175217812
Roth (2007),441,Target,lost,13,66112,0.19663601161665054
Roth (2007),442,Input,say,128,66112,1.936108422071636
Roth (2007),442,Target,said,84,66112,1.270571151984511
Roth (2007),443,Input,child,20,66112,0.30251694094869314
Roth (2007),443,Target,children,7,66112,0.10588092933204259
Roth (2007),444,Input,kept,3,66112,0.04537754114230397
Roth (2007),444,Target,keep,38,66112,0.574782187802517
Roth (2007),445,Input,taller,1,66112,0.015125847047434656
Roth (2007),445,Target,tall,2,66112,0.030251694094869313
Roth (2007),446,Input,person,10,66112,0.15125847047434657
Roth (2007),446,Target,people,88,66112,1.3310745401742496
Roth (2007),447,Input,fun,14,66112,0.21176185866408517
Roth (2007),447,Target,funny,17,66112,0.25713939980638917
Roth (2007),448,Input,bake,0,66112,0.0
Roth (2007),448,Target,baker,0,66112,0.0
Roth (2007),449,Input,sun,10,66112,0.15125847047434657
Roth (2007),449,Target,sunny,0,66112,0.0
Roth (2007),450,Input,work,48,66112,0.7260406582768635
Roth (2007),450,Target,worker,23,66112,0.34789448209099705
Roth (2007),451,Input,deep,3,66112,0.04537754114230397
Roth (2007),451,Target,depth,0,66112,0.0
Roth (2007),452,Input,action,5,66112,0.07562923523717328
Roth (2007),452,Target,act,12,66112,0.18151016456921587
Roth (2007),453,Input,art,2,66112,0.030251694094869313
Roth (2007),453,Target,artist,2,66112,0.030251694094869313
Roth (2007),454,Input,wide,1,66112,0.015125847047434656
Roth (2007),454,Target,width,0,66112,0.0
Roth (2007),455,Input,strength,11,66112,0.1663843175217812
Roth (2007),455,Target,strong,12,66112,0.18151016456921587
Roth (2007),456,Input,music,5,66112,0.07562923523717328
Roth (2007),456,Target,musician,0,66112,0.0
McCutchen et al. (2009),457,Input,four,18,66112,0.27226524685382386
McCutchen et al. (2009),457,Target,fourth,1,66112,0.015125847047434656
McCutchen et al. (2009),458,Input,ill,143,66112,2.1629961277831558
McCutchen et al. (2009),458,Target,illness,0,66112,0.0
McCutchen et al. (2009),459,Input,allow,6,66112,0.09075508228460794
McCutchen et al. (2009),459,Target,allowance,1,66112,0.015125847047434656
McCutchen et al. (2009),460,Input,strong,12,66112,0.18151016456921587
McCutchen et al. (2009),460,Target,strength,11,66112,0.1663843175217812
McCutchen et al. (2009),461,Input,art,2,66112,0.030251694094869313
McCutchen et al. (2009),461,Target,artist,2,66112,0.030251694094869313
McCutchen et al. (2009),462,Input,quick,9,66112,0.13613262342691193
McCutchen et al. (2009),462,Target,quickly,8,66112,0.12100677637947725
McCutchen et al. (2009),463,Input,victory,5,66112,0.07562923523717328
McCutchen et al. (2009),463,Target,victorious,0,66112,0.0
McCutchen et al. (2009),464,Input,assume,5,66112,0.07562923523717328
McCutchen et al. (2009),464,Target,assumption,0,66112,0.0
McCutchen et al. (2009),465,Input,music,5,66112,0.07562923523717328
McCutchen et al. (2009),465,Target,musician,0,66112,0.0
McCutchen et al. (2009),466,Input,care,21,66112,0.3176427879961278
McCutchen et al. (2009),466,Target,careful,4,66112,0.060503388189738626
McCutchen et al. (2009),467,Input,sad,5,66112,0.07562923523717328
McCutchen et al. (2009),467,Target,sadness,1,66112,0.015125847047434656
McCutchen et al. (2009),468,Input,decide,2,66112,0.030251694094869313
McCutchen et al. (2009),468,Target,decision,3,66112,0.04537754114230397
McCutchen et al. (2009),469,Input,swim,2,66112,0.030251694094869313
McCutchen et al. (2009),469,Target,swimmer,0,66112,0.0
McCutchen et al. (2009),470,Input,examine,0,66112,0.0
McCutchen et al. (2009),470,Target,examination,0,66112,0.0
McCutchen et al. (2009),471,Input,nerve,5,66112,0.07562923523717328
McCutchen et al. (2009),471,Target,nervous,10,66112,0.15125847047434657
McCutchen et al. (2009),472,Input,trick,9,66112,0.13613262342691193
McCutchen et al. (2009),472,Target,tricky,0,66112,0.0
McCutchen et al. (2009),473,Input,five,39,66112,0.5899080348499516
McCutchen et al. (2009),473,Target,fifth,1,66112,0.015125847047434656
McCutchen et al. (2009),474,Input,absent,0,66112,0.0
McCutchen et al. (2009),474,Target,absence,1,66112,0.015125847047434656
McCutchen et al. (2009),475,Input,win,4,66112,0.060503388189738626
McCutchen et al. (2009),475,Target,winner,1,66112,0.015125847047434656
McCutchen et al. (2009),476,Input,distant,1,66112,0.015125847047434656
McCutchen et al. (2009),476,Target,distance,1,66112,0.015125847047434656
McCutchen et al. (2009),477,Input,science,5,66112,0.07562923523717328
McCutchen et al. (2009),477,Target,scientist,1,66112,0.015125847047434656
McCutchen et al. (2009),478,Input,deep,3,66112,0.04537754114230397
McCutchen et al. (2009),478,Target,depth,0,66112,0.0
McCutchen et al. (2009),479,Input,pain,7,66112,0.10588092933204259
McCutchen et al. (2009),479,Target,painful,2,66112,0.030251694094869313
McCutchen et al. (2009),480,Input,think,233,66112,3.5243223620522746
McCutchen et al. (2009),480,Target,thought,51,66112,0.7714181994191674
McCutchen et al. (2009),481,Input,accept,14,66112,0.21176185866408517
McCutchen et al. (2009),481,Target,acceptable,1,66112,0.015125847047434656
McCutchen et al. (2009),482,Input,comfort,1,66112,0.015125847047434656
McCutchen et al. (2009),482,Target,comfortable,2,66112,0.030251694094869313
McCutchen et al. (2009),483,Input,sign,7,66112,0.10588092933204259
McCutchen et al. (2009),483,Target,signature,0,66112,0.0
McCutchen et al. (2009),484,Input,long,45,66112,0.6806631171345595
McCutchen et al. (2009),484,Target,length,1,66112,0.015125847047434656
McCutchen et al. (2009),485,Input,know,367,66112,5.5511858664085185
McCutchen et al. (2009),485,Target,knowledge,3,66112,0.04537754114230397
McCutchen et al. (2009),486,Input,excel,0,66112,0.0
McCutchen et al. (2009),486,Target,excellent,9,66112,0.13613262342691193
Deacon et al. (2018),487,Input,behaves,0,66112,0.0
Deacon et al. (2018),487,Target,bravely,0,66112,0.0
Deacon et al. (2018),488,Input,wise,2,66112,0.030251694094869313
Deacon et al. (2018),488,Target,wisely,0,66112,0.0
Deacon et al. (2018),489,Input,polite,7,66112,0.10588092933204259
Deacon et al. (2018),489,Target,politely,1,66112,0.015125847047434656
Deacon et al. (2018),490,Input,dust,1,66112,0.015125847047434656
Deacon et al. (2018),490,Target,dusty,0,66112,0.0
Deacon et al. (2018),491,Input,mist,0,66112,0.0
Deacon et al. (2018),491,Target,misty,0,66112,0.0
Deacon et al. (2018),492,Input,frost,0,66112,0.0
Deacon et al. (2018),492,Target,frosty,0,66112,0.0
Deacon et al. (2018),493,Input,paint,5,66112,0.07562923523717328
Deacon et al. (2018),493,Target,painter,1,66112,0.015125847047434656
Deacon et al. (2018),494,Input,dance,21,66112,0.3176427879961278
Deacon et al. (2018),494,Target,dancer,1,66112,0.015125847047434656
Deacon et al. (2018),495,Input,juggle,0,66112,0.0
Deacon et al. (2018),495,Target,juggler,0,66112,0.0
Deacon et al. (2018),496,Input,ghost,0,66112,0.0
Deacon et al. (2018),496,Target,ghostie,0,66112,0.0
Deacon et al. (2018),497,Input,beast,0,66112,0.0
Deacon et al. (2018),497,Target,beastie,0,66112,0.0
Deacon et al. (2018),498,Input,bird,6,66112,0.09075508228460794
Deacon et al. (2018),498,Target,birdy,0,66112,0.0
Deacon et al. (2018),499,Input,collect,1,66112,0.015125847047434656
Deacon et al. (2018),499,Target,collection,1,66112,0.015125847047434656
Deacon et al. (2018),500,Input,invent,2,66112,0.030251694094869313
Deacon et al. (2018),500,Target,invention,1,66112,0.015125847047434656
Deacon et al. (2018),501,Input,suggest,4,66112,0.060503388189738626
Deacon et al. (2018),501,Target,suggestion,1,66112,0.015125847047434656
Deacon et al. (2018),502,Input,move,25,66112,0.3781461761858664
Deacon et al. (2018),502,Target,movement,2,66112,0.030251694094869313
Deacon et al. (2018),503,Input,agree,2,66112,0.030251694094869313
Deacon et al. (2018),503,Target,agreement,3,66112,0.04537754114230397
Deacon et al. (2018),504,Input,argue,2,66112,0.030251694094869313
Deacon et al. (2018),504,Target,argument,1,66112,0.015125847047434656
Levesque et al. (2017),505,Input,warm,6,66112,0.09075508228460794
Levesque et al. (2017),505,Target,warmth,0,66112,0.0
Levesque et al. (2017),506,Input,growth,2,66112,0.030251694094869313
Levesque et al. (2017),506,Target,grow,2,66112,0.030251694094869313
Levesque et al. (2017),507,Input,permit,0,66112,0.0
Levesque et al. (2017),507,Target,permission,2,66112,0.030251694094869313
Levesque et al. (2017),508,Input,variable,0,66112,0.0
Levesque et al. (2017),508,Target,vary,0,66112,0.0
Levesque et al. (2017),509,Input,appear,2,66112,0.030251694094869313
Levesque et al. (2017),509,Target,appearance,0,66112,0.0
Levesque et al. (2017),510,Input,density,1,66112,0.015125847047434656
Levesque et al. (2017),510,Target,dense,0,66112,0.0
Levesque et al. (2017),511,Input,four,18,66112,0.27226524685382386
Levesque et al. (2017),511,Target,fourth,1,66112,0.015125847047434656
Levesque et al. (2017),512,Input,famous,4,66112,0.060503388189738626
Levesque et al. (2017),512,Target,fame,0,66112,0.0
Levesque et al. (2017),513,Input,protect,2,66112,0.030251694094869313
Levesque et al. (2017),513,Target,protection,0,66112,0.0
Levesque et al. (2017),514,Input,fifth,1,66112,0.015125847047434656
Levesque et al. (2017),514,Target,five,39,66112,0.5899080348499516
Levesque et al. (2017),515,Input,expand,1,66112,0.015125847047434656
Levesque et al. (2017),515,Target,expansion,0,66112,0.0
Levesque et al. (2017),516,Input,strength,11,66112,0.1663843175217812
Levesque et al. (2017),516,Target,strong,12,66112,0.18151016456921587
Levesque et al. (2017),517,Input,reason,15,66112,0.22688770571151984
Levesque et al. (2017),517,Target,reasonable,3,66112,0.04537754114230397
Levesque et al. (2017),518,Input,popularity,1,66112,0.015125847047434656
Levesque et al. (2017),518,Target,popular,0,66112,0.0
Levesque et al. (2017),519,Input,deep,3,66112,0.04537754114230397
Levesque et al. (2017),519,Target,depth,0,66112,0.0
Levesque et al. (2017),520,Input,publicity,1,66112,0.015125847047434656
Levesque et al. (2017),520,Target,public,2,66112,0.030251694094869313
Levesque et al. (2017),521,Input,long,45,66112,0.6806631171345595
Levesque et al. (2017),521,Target,length,1,66112,0.015125847047434656
Levesque et al. (2017),522,Input,originality,0,66112,0.0
Levesque et al. (2017),522,Target,original,2,66112,0.030251694094869313
Levesque et al. (2017),523,Input,absorb,0,66112,0.0
Levesque et al. (2017),523,Target,absorption,0,66112,0.0
Levesque et al. (2017),524,Input,courageous,0,66112,0.0
Levesque et al. (2017),524,Target,courage,10,66112,0.15125847047434657
Levesque et al. (2017),525,Input,swim,2,66112,0.030251694094869313
Levesque et al. (2017),525,Target,swimmer,0,66112,0.0
Levesque et al. (2017),526,Input,dangerous,7,66112,0.10588092933204259
Levesque et al. (2017),526,Target,danger,4,66112,0.060503388189738626
Levesque et al. (2017),527,Input,wash,1,66112,0.015125847047434656
Levesque et al. (2017),527,Target,washer,0,66112,0.0
